City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Hokitika,NZ,-42.72,170.97,53.01,90,100,6.98,overcast clouds
345,Ambulu,ID,-8.35,113.61,74.73,87,89,2.35,overcast clouds
346,Westport,US,41.14,-73.36,66.99,45,1,11.41,clear sky
347,Tchollire,CM,8.4,14.17,76.73,83,36,2.15,scattered clouds
348,Mount Isa,AU,-20.73,139.5,66.2,39,54,6.93,broken clouds
349,Sabang,ID,5.89,95.32,81.16,76,100,11.14,moderate rain
350,Zatoka,UA,46.07,30.47,66.2,93,40,11.18,scattered clouds
351,Nenjiang,CN,49.18,125.22,44.11,94,100,5.23,light rain
352,Kiama,AU,-34.68,150.87,64.99,76,96,11.99,overcast clouds
353,Harwich,GB,51.94,1.28,55.99,79,100,7.0,light rain
354,Praia,CV,14.92,-23.51,80.6,78,75,20.8,broken clouds
355,Lagos,NG,6.58,3.75,76.35,88,33,4.79,scattered clouds
356,Tessalit,ML,20.2,1.01,92.19,25,93,6.13,light rain
357,Samarai,PG,-10.62,150.67,78.03,86,61,15.28,moderate rain
358,Alihe,CN,50.57,123.72,41.77,89,100,4.54,overcast clouds
359,Colares,PT,38.8,-9.45,63.0,72,20,4.7,few clouds
360,Galesong,ID,-5.32,119.37,71.6,83,20,1.12,few clouds
361,Dharmadam,IN,11.78,75.43,75.96,84,89,3.87,overcast clouds
362,Lovozero,RU,68.0,35.01,37.56,89,89,5.48,overcast clouds
363,Isilkul,RU,54.91,71.27,45.59,80,93,13.09,overcast clouds
364,Mineiros,BR,-17.57,-52.55,100.15,10,0,8.3,clear sky
365,Mahajanga,MG,-15.72,46.32,78.8,88,20,10.29,few clouds
366,Dingli,MT,35.86,14.38,82.4,74,100,9.17,overcast clouds
367,Salinopolis,BR,-0.61,-47.36,84.04,70,100,13.22,overcast clouds
368,Cayenne,GF,4.93,-52.33,86.0,66,43,11.41,scattered clouds
369,Mantua,IT,45.17,10.78,59.0,68,29,5.01,scattered clouds
370,Pangnirtung,CA,66.15,-65.71,33.8,90,90,11.41,overcast clouds
371,Bathsheba,BB,13.22,-59.52,86.0,66,20,10.29,few clouds
372,Rosarito,MX,32.33,-117.03,93.2,20,5,9.17,clear sky
373,Kirishi,RU,59.45,32.02,57.99,36,100,7.78,overcast clouds
374,Cozumel,MX,20.51,-86.95,77.0,94,90,10.29,moderate rain
375,Amberley,US,39.2,-84.43,64.99,39,90,10.29,overcast clouds
376,Fort Carson,US,38.74,-104.79,66.0,29,1,10.29,clear sky
377,Coaldale,CA,49.72,-112.62,70.0,40,75,5.82,broken clouds
378,Bani Walid,LY,31.76,13.99,91.18,11,0,10.76,clear sky
379,Palauig,PH,15.44,119.9,80.85,73,87,4.23,overcast clouds
380,Williamsport,US,41.24,-77.0,64.4,34,40,10.29,scattered clouds
381,Ewa Beach,US,21.32,-158.01,82.4,78,20,4.7,few clouds
382,Magam,IN,34.08,74.58,55.09,40,0,1.99,clear sky
383,Okha,RU,53.57,142.95,48.33,87,100,22.01,light rain
384,Nogliki,RU,51.83,143.17,51.19,96,98,5.82,light rain
385,Tangshan,CN,39.63,118.18,47.19,46,26,8.66,scattered clouds
386,Grand Gaube,MU,-20.01,57.66,69.01,80,0,10.78,clear sky
387,Faya,SA,18.39,42.45,68.0,17,0,6.93,clear sky
388,Port Lincoln,AU,-34.73,135.87,57.69,93,100,9.24,moderate rain
389,Cidreira,BR,-30.18,-50.21,56.8,89,100,16.46,light rain
390,Eyl,SO,7.98,49.82,79.29,82,97,11.9,overcast clouds
391,Yining,CN,29.04,114.56,65.32,92,100,3.15,overcast clouds
392,General Roca,AR,-39.03,-67.58,51.8,37,100,12.75,overcast clouds
393,Bubaque,GW,11.28,-15.83,81.81,76,67,10.8,broken clouds
394,Ust-Maya,RU,60.42,134.53,27.19,90,1,5.3,clear sky
395,Talcahuano,CL,-36.72,-73.12,55.4,58,0,10.29,clear sky
396,Chuy,UY,-33.7,-53.46,52.97,69,99,13.44,overcast clouds
397,Crawfordsville,US,40.04,-86.87,62.01,44,40,8.72,scattered clouds
398,Pemberton,CA,50.32,-122.8,64.4,63,5,1.3,clear sky
399,Kalmunai,LK,7.42,81.82,80.28,72,100,4.72,overcast clouds
400,Buala,SB,-8.14,159.59,79.21,77,0,4.9,clear sky
401,Yeppoon,AU,-23.13,150.73,66.2,88,90,6.93,overcast clouds
402,Port Blair,IN,11.67,92.75,80.58,82,100,9.24,overcast clouds
403,Ancud,CL,-41.87,-73.82,57.2,35,0,5.82,clear sky
404,Macas,EC,-2.32,-78.12,66.2,93,90,4.7,light intensity drizzle rain
405,Talnakh,RU,69.49,88.4,26.6,92,0,29.08,clear sky
406,Pingliang,CN,35.54,106.69,49.96,45,100,7.4,overcast clouds
407,Mazyr,BY,52.05,29.25,58.59,73,76,11.92,broken clouds
408,Vestmannaeyjar,IS,63.44,-20.27,46.4,81,40,10.29,scattered clouds
409,Kindersley,CA,51.47,-109.17,60.8,44,20,4.7,few clouds
410,Mazatlan,MX,23.22,-106.42,93.2,59,20,3.36,few clouds
411,Gucheng,CN,35.91,111.32,54.3,47,100,4.88,light rain
412,Santa Maria,BR,-29.68,-53.81,54.41,84,100,17.63,overcast clouds
413,Mingguang,CN,32.78,117.96,63.37,92,100,10.87,light rain
414,Madhipura,IN,25.92,86.78,77.77,92,100,7.4,overcast clouds
415,Sorland,NO,67.67,12.69,52.52,76,0,16.28,clear sky
416,Sisophon,KH,13.59,102.97,76.64,90,100,4.99,overcast clouds
417,Bugalagrande,CO,4.21,-76.16,69.39,83,100,2.89,overcast clouds
418,Zwedru,LR,6.07,-8.13,72.55,97,96,3.62,moderate rain
419,Ozernovskiy,RU,51.5,156.52,44.58,77,100,0.25,overcast clouds
420,Suntar,RU,62.14,117.63,30.31,96,80,6.91,broken clouds
421,Marzuq,YE,14.4,46.47,74.53,39,0,4.45,clear sky
422,Mandan,US,46.83,-100.89,60.8,50,20,5.82,few clouds
423,Rawson,AR,-43.3,-65.1,56.5,33,0,11.95,clear sky
424,Kilindoni,TZ,-7.91,39.67,77.79,83,0,8.9,clear sky
425,Adrar,MR,20.5,-10.07,93.96,16,0,7.72,clear sky
426,Sur,OM,22.57,59.53,84.47,43,0,7.85,clear sky
427,Warah,PK,27.45,67.8,82.02,20,0,2.08,clear sky
428,Bosconia,CO,9.97,-73.88,88.16,63,55,3.76,broken clouds
429,Nador,MA,35.17,-2.93,66.2,52,0,5.82,clear sky
430,Goderich,CA,43.75,-81.72,55.99,74,68,7.29,broken clouds
431,Alibag,IN,18.64,72.88,80.6,88,75,8.05,haze
432,Severo-Kurilsk,RU,50.68,156.12,44.92,77,99,5.91,overcast clouds
433,Saint Anthony,US,45.02,-93.22,52.0,49,90,1.07,overcast clouds
434,Formosa,AR,-26.18,-58.18,68.0,60,1,20.8,clear sky
435,Cap Malheureux,MU,-19.98,57.61,69.01,80,0,10.98,clear sky
436,Carutapera,BR,-1.2,-46.02,86.05,62,100,10.09,overcast clouds
437,Nelson Bay,AU,-32.72,152.15,60.01,93,1,13.06,clear sky
438,Singaraja,ID,-8.11,115.09,78.22,71,79,4.83,broken clouds
439,Dobroye,RU,52.87,39.81,53.6,40,92,4.47,overcast clouds
440,Henties Bay,NA,-22.12,14.28,55.99,88,0,7.96,clear sky
441,La Malbaie,CA,47.66,-70.16,51.01,78,100,5.99,overcast clouds
442,Davila,PH,18.47,120.58,77.0,94,20,3.36,few clouds
443,Beba,CU,22.44,-79.73,87.8,66,75,6.93,broken clouds
444,Axim,GH,4.87,-2.24,76.14,87,0,5.84,clear sky
445,Martapura,ID,-3.42,114.85,73.4,100,100,1.12,overcast clouds
446,Kaura Namoda,NG,12.59,6.58,74.62,77,78,4.68,broken clouds
447,Richards Bay,ZA,-28.78,32.04,67.37,93,100,11.63,moderate rain
448,Quatre Cocos,MU,-20.21,57.76,69.8,88,40,1.12,scattered clouds
449,Lavrentiya,RU,65.58,-171.0,36.91,81,91,20.22,overcast clouds
450,Coffs Harbour,AU,-30.3,153.13,60.8,82,0,9.17,clear sky
451,Laguna,US,38.42,-121.42,86.0,42,1,5.82,haze
452,Mega,ET,4.05,38.3,64.96,61,8,10.4,clear sky
453,Kiunga,PG,-6.12,141.29,72.52,99,100,1.14,light rain
454,Nouadhibou,MR,20.93,-17.03,71.6,73,0,21.92,sand
455,Sisimiut,GL,66.94,-53.67,32.13,91,0,7.72,clear sky
456,Oleksandrivka,UA,48.96,32.23,59.88,72,69,8.14,broken clouds
457,Gunjur,GM,13.2,-16.73,84.2,83,40,3.36,scattered clouds
458,Merritt,CA,50.11,-120.79,62.6,67,1,1.21,clear sky
459,Dauriya,RU,49.93,116.87,37.17,87,99,14.58,overcast clouds
460,Darnah,LY,32.77,22.64,84.54,40,99,13.96,overcast clouds
461,Khani,GE,41.96,42.96,60.8,100,40,4.7,scattered clouds
462,Sao Miguel Do Guama,BR,-1.63,-47.48,86.72,63,100,6.15,light rain
463,Ciudad Bolivar,VE,8.12,-63.55,90.14,54,35,6.96,scattered clouds
464,Nabire,ID,-3.37,135.48,76.03,91,100,1.36,moderate rain
465,Ust-Tsilma,RU,65.44,52.15,31.71,97,0,2.46,clear sky
466,Kombissiri,BF,12.07,-1.34,84.2,70,20,3.36,thunderstorm
467,Bauchi,NG,10.5,10.0,72.79,78,29,4.14,scattered clouds
468,La Maddalena,IT,41.21,9.41,59.0,82,20,11.41,few clouds
469,Zelenogorskiy,RU,55.03,87.0,37.4,74,60,6.71,broken clouds
470,Srednekolymsk,RU,67.45,153.68,26.24,96,29,7.76,scattered clouds
471,Matara,LK,5.95,80.54,78.6,85,100,10.4,overcast clouds
472,Shingu,JP,33.73,135.98,67.21,89,96,4.74,overcast clouds
473,Necochea,AR,-38.55,-58.74,46.0,57,16,5.99,few clouds
474,Ofunato,JP,39.07,141.72,64.71,82,100,3.04,moderate rain
475,Mae Sai,TH,20.43,99.88,77.0,100,75,3.36,broken clouds
476,Kovdor,RU,67.57,30.48,41.58,95,63,5.28,broken clouds
477,Kapit,MY,2.02,112.93,73.36,95,99,1.21,light rain
478,Clifton,US,40.86,-74.16,69.01,42,1,5.82,clear sky
479,Markova,UA,48.68,24.41,57.2,93,100,5.84,overcast clouds
480,Del Rio,US,29.36,-100.9,84.2,48,1,14.99,clear sky
481,Makakilo City,US,21.35,-158.09,82.4,78,20,4.7,few clouds
482,Guerrero Negro,MX,27.98,-114.06,89.51,29,0,10.16,clear sky
483,Nishihara,JP,26.18,127.76,78.8,88,75,3.36,broken clouds
484,Dawei,MM,14.08,98.2,75.74,94,100,0.92,overcast clouds
485,Kieta,PG,-6.22,155.63,77.58,74,0,6.8,clear sky
486,Anloga,GH,5.79,0.9,80.6,78,40,10.29,scattered clouds
487,Pampa,US,35.54,-100.96,73.4,23,1,19.46,clear sky
488,Lom Sak,TH,16.78,101.24,74.25,91,96,0.38,overcast clouds
489,Riyadh,SA,24.69,46.72,84.2,25,0,3.36,clear sky
490,Sibolga,ID,1.74,98.78,78.28,75,100,1.99,overcast clouds
491,Belaya Gora,RU,68.53,146.42,29.07,78,95,11.81,overcast clouds
492,Praya,CV,14.92,-23.51,80.6,78,75,20.8,broken clouds
493,Muisne,EC,0.6,-80.03,78.8,83,75,5.82,broken clouds
494,Sturgeon Bay,US,44.83,-87.38,46.4,75,90,4.7,moderate rain
495,Naron,ES,43.52,-8.15,57.99,76,20,9.17,few clouds
496,Cherepovets,RU,59.13,37.9,41.0,100,74,2.24,broken clouds
497,Norman Wells,CA,65.28,-126.83,50.0,71,40,1.9,scattered clouds
498,Talhar,PK,24.88,68.82,80.08,81,2,10.29,clear sky
499,Boyuibe,BO,-20.42,-63.28,85.24,30,0,9.44,clear sky
500,Santa Rosa,PH,14.31,121.11,80.01,94,38,4.7,scattered clouds
501,Magdalena,PH,14.2,121.43,80.01,94,48,4.7,scattered clouds
502,Rebrikha,RU,53.07,82.34,39.96,72,0,7.34,clear sky
503,Bara,NG,10.37,10.73,76.86,74,26,5.57,scattered clouds
504,Chekhov,RU,55.14,37.47,57.2,66,100,6.71,overcast clouds
505,Lethem,GY,3.38,-59.8,95.31,39,17,6.55,few clouds
506,Muroto,JP,33.28,134.15,73.65,70,99,5.39,overcast clouds
507,Mbini,GQ,1.57,9.61,80.6,88,40,6.93,scattered clouds
508,Port Hardy,CA,50.7,-127.42,53.6,100,90,3.36,mist
509,Urusha,RU,54.05,122.9,31.87,96,71,5.77,broken clouds
510,Bahia Blanca,AR,-38.72,-62.27,53.85,42,90,13.29,overcast clouds
511,Ambon,ID,-3.7,128.18,78.78,86,100,7.25,moderate rain
512,Lumberton,US,34.62,-79.01,73.4,38,1,9.17,clear sky
513,Sakaiminato,JP,35.55,133.23,68.0,94,75,6.93,broken clouds
514,Santa Isabel,BR,-23.32,-46.22,78.8,73,90,11.41,overcast clouds
515,Santa Quiteria Do Maranhao,BR,-3.52,-42.55,94.96,31,80,5.68,broken clouds
516,Krasnyy Chikoy,RU,50.36,108.75,22.14,91,0,3.27,clear sky
517,Calama,CL,-22.47,-68.93,80.6,8,0,20.8,clear sky
518,Parana,AR,-31.73,-60.52,52.09,54,100,14.58,overcast clouds
519,Poum,NC,-20.23,164.02,69.73,73,0,10.69,clear sky
520,Wukari,NG,7.85,9.78,75.6,87,1,1.1,clear sky
521,Vernon,CA,50.26,-119.27,64.4,63,1,2.24,clear sky
522,Aanekoski,FI,62.69,25.82,51.8,81,95,6.93,overcast clouds
523,Torrington,US,41.8,-73.12,64.99,53,0,1.01,clear sky
524,Broome,US,42.25,-75.83,59.0,43,40,11.41,scattered clouds
525,Pochinki,RU,54.7,44.87,51.53,76,3,3.27,clear sky
526,Kushima,JP,31.46,131.23,69.33,86,59,4.36,broken clouds
527,Eydhafushi,MV,5.1,73.07,81.7,75,100,9.37,light rain
528,Trinidad,BO,-14.83,-64.9,82.4,83,75,34.45,thunderstorm with heavy rain
529,Yar-Sale,RU,66.83,70.83,33.03,90,64,18.95,broken clouds
530,Mitu,CO,1.2,-70.17,92.35,46,45,2.73,scattered clouds
531,Uberaba,BR,-19.75,-47.93,97.65,18,45,3.78,scattered clouds
532,Teresa,PH,14.58,121.23,80.01,94,34,4.7,scattered clouds
533,Taikang,CN,46.83,124.42,43.36,78,100,5.91,overcast clouds
534,Marsa Matruh,EG,31.35,27.25,77.0,69,0,5.82,clear sky
535,Pimentel,PE,-6.84,-79.93,73.4,60,95,20.8,overcast clouds
536,Lyantonde,UG,-0.4,31.16,67.89,71,37,4.61,scattered clouds
537,Zheleznodorozhnyy,RU,55.75,38.0,59.0,76,83,4.47,broken clouds
538,Barra Dos Coqueiros,BR,-10.91,-37.04,82.4,58,7,11.41,clear sky
539,Huarmey,PE,-10.07,-78.15,69.44,66,7,12.97,clear sky
540,Chopda,IN,21.25,75.3,77.85,62,100,4.07,overcast clouds
541,Dongfeng,CN,42.64,125.51,44.04,82,99,12.91,overcast clouds
542,Basudebpur,IN,21.14,86.74,79.48,91,29,1.36,scattered clouds
543,Myrtle Beach,US,33.69,-78.89,72.0,46,40,12.75,scattered clouds
544,Ushtobe,KZ,45.25,77.98,44.56,59,32,1.88,scattered clouds
545,Vitina,BA,43.24,17.48,80.6,47,20,14.99,few clouds
546,Deputatskiy,RU,69.3,139.9,22.82,97,100,15.28,overcast clouds
547,Omboue,GA,-1.57,9.26,77.45,86,100,6.49,overcast clouds
548,Cabinda,AO,-5.55,12.2,76.77,85,100,11.21,overcast clouds
549,Warrington,GB,53.39,-2.58,51.8,93,75,17.22,light rain
550,Puerto Del Rosario,ES,28.5,-13.86,75.2,69,40,16.11,scattered clouds
551,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.4,73,75,16.11,broken clouds
552,Soligalich,RU,59.08,42.29,47.71,91,100,5.01,overcast clouds
553,Gubkinskiy,RU,64.43,76.5,32.92,90,100,23.98,overcast clouds
554,Elyria,US,41.37,-82.11,59.0,37,90,4.7,overcast clouds
555,Kazachinskoye,RU,57.7,93.28,39.0,82,100,6.24,overcast clouds
556,Alice Springs,AU,-23.7,133.88,80.6,15,1,21.92,clear sky
557,Mayo,US,38.89,-76.51,66.99,55,1,5.82,clear sky
558,Saint Charles,US,38.78,-90.48,57.2,67,90,9.17,moderate rain
559,Camacha,PT,33.08,-16.33,69.8,88,75,12.75,shower rain
560,Sabha,LY,27.04,14.43,91.08,13,98,14.7,overcast clouds
561,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,68.59,52,33,14.32,scattered clouds
562,Port-Cartier,CA,50.03,-66.87,55.4,59,75,8.05,broken clouds
563,Falan,CO,5.12,-74.95,76.39,75,91,6.91,overcast clouds
564,Rio Gallegos,AR,-51.62,-69.22,59.0,39,1,18.34,clear sky
565,Sabzevar,IR,36.21,57.68,62.08,33,1,8.12,clear sky
566,Sobolevo,RU,54.43,31.9,53.1,65,100,11.39,overcast clouds
567,Lewistown,US,40.6,-77.57,64.99,47,90,6.93,overcast clouds
568,Gamba,GA,-2.65,10.0,77.47,86,100,7.81,overcast clouds
569,Sao Desiderio,BR,-12.36,-44.97,99.82,9,0,9.69,clear sky
570,Neulengbach,AT,48.2,15.9,68.0,84,100,14.0,moderate rain
571,Mirabad,AF,30.44,61.84,72.16,30,0,13.35,clear sky
572,Idrinskoye,RU,54.37,92.14,32.76,87,57,3.2,broken clouds
573,Dukat,RU,62.55,155.55,27.18,95,18,1.28,few clouds
574,Dhidhdhoo,MV,6.88,73.1,81.66,72,100,9.89,overcast clouds
575,Lucea,JM,18.45,-78.17,89.6,66,20,21.92,few clouds
576,Bukene,TZ,-4.23,32.88,79.54,25,77,6.02,broken clouds
577,Malanje,AO,-9.54,16.34,73.15,61,0,1.81,clear sky
578,Fukue,JP,32.69,128.84,73.8,80,82,2.15,light rain
579,Marechal Deodoro,BR,-9.71,-35.9,80.6,74,75,13.87,broken clouds
580,Luderitz,NA,-26.65,15.16,57.47,78,0,11.81,clear sky
581,Riohacha,CO,11.54,-72.91,81.59,83,100,10.02,overcast clouds
582,Moron,AR,-34.65,-58.62,55.0,54,40,14.99,scattered clouds
583,Sala Consilina,IT,40.39,15.6,73.99,84,38,7.0,scattered clouds
584,Pinega,RU,64.7,43.39,34.84,88,0,3.74,clear sky
585,Beyneu,KZ,45.32,55.2,53.19,42,0,3.74,clear sky
586,Biltine,TD,14.53,20.92,89.13,41,0,4.36,clear sky
587,Amatan,MX,17.35,-92.75,69.71,91,100,5.35,heavy intensity rain
588,Sokolovo,RU,52.53,84.79,37.54,80,0,3.2,clear sky
589,Iracoubo,GF,5.48,-53.2,83.86,73,87,11.97,overcast clouds
590,Plouzane,FR,48.38,-4.62,51.8,71,20,14.99,few clouds
591,Rosita,NI,13.93,-84.4,88.72,64,100,1.83,overcast clouds
592,Pundaguitan,PH,6.37,126.17,83.25,76,100,7.23,overcast clouds
593,Burnie,AU,-41.07,145.92,55.99,90,100,1.01,light rain
594,Arlit,NE,18.74,7.39,98.96,17,12,9.24,few clouds
595,Bhimunipatnam,IN,17.88,83.43,80.6,94,75,2.24,mist
596,Aklavik,CA,68.22,-135.01,44.6,93,40,4.7,scattered clouds
597,Cocobeach,GA,1.0,9.58,80.6,83,40,9.17,scattered clouds
598,Flinders,AU,-34.58,150.86,64.99,76,91,11.99,overcast clouds
599,La Romana,DO,18.43,-68.97,87.8,79,40,13.87,scattered clouds
600,Muslyumovo,RU,55.3,53.19,52.59,68,98,9.44,overcast clouds
601,Nelson,NZ,-41.28,173.28,55.0,83,98,1.99,overcast clouds
602,Sao Felix Do Xingu,BR,-6.64,-51.99,99.99,22,86,3.8,overcast clouds
603,Flin Flon,CA,54.77,-101.86,48.2,57,75,6.93,broken clouds
604,Turayf,SA,31.67,38.66,75.2,31,0,11.41,clear sky
605,Posse,BR,-14.09,-46.37,96.22,11,0,9.04,clear sky
606,Kisangani,CD,0.52,25.2,72.09,87,5,1.57,light rain
607,Talara,PE,-4.58,-81.27,82.4,54,1,13.87,clear sky
608,Niamey,NE,13.51,2.11,73.4,100,7,6.93,light rain
609,Victor Harbor,AU,-35.57,138.62,59.0,89,100,3.29,light rain
610,Puerto Maldonado,PE,-12.6,-69.18,96.8,47,40,6.93,scattered clouds
611,Chumikan,RU,54.72,135.31,46.2,78,100,12.93,overcast clouds
612,Cockburn Town,TC,21.46,-71.14,87.8,62,40,17.22,scattered clouds
613,Guarapari,BR,-20.67,-40.5,84.0,74,0,17.22,clear sky
614,Tepatlaxco,MX,19.07,-96.84,87.8,48,20,9.17,few clouds
615,Labuhan,ID,-6.88,112.21,79.14,78,7,8.25,clear sky
616,Talaya,RU,61.38,152.75,32.45,90,100,0.69,overcast clouds
617,Manga,BF,11.66,-1.07,80.29,68,4,5.3,clear sky
618,Oni,GE,42.58,43.44,54.16,64,71,3.62,broken clouds
619,Kalawit,PH,8.07,122.52,78.82,83,62,4.56,light rain
620,Kabo,CF,7.7,18.63,74.95,82,0,1.45,light rain
621,Chantada,ES,42.61,-7.77,52.0,89,91,5.77,overcast clouds
622,Moranbah,AU,-22.0,148.05,60.08,93,0,9.24,clear sky
623,Mecca,SA,21.43,39.83,83.35,57,0,2.53,clear sky
624,Hovd,MN,48.01,91.64,33.91,79,0,1.9,clear sky
625,Sussex,US,41.18,-74.67,64.4,42,75,5.82,broken clouds
626,Ostrovnoy,RU,68.05,39.51,39.02,76,45,14.61,scattered clouds
627,Yaya,RU,56.21,86.44,42.89,81,97,13.0,overcast clouds
628,Wichian Buri,TH,15.66,101.11,75.96,89,100,0.69,overcast clouds
629,Kazerun,IR,29.62,51.65,69.35,52,0,2.35,clear sky
630,Temirtau,KZ,50.05,72.95,24.8,92,86,4.47,overcast clouds
631,Ereymentau,KZ,51.62,73.1,48.92,81,95,7.61,overcast clouds
632,Genhe,CN,50.78,121.52,39.07,92,100,7.76,light rain
633,Dunedin,NZ,-45.87,170.5,55.0,88,50,10.65,light rain
634,Pamekasan,ID,-7.16,113.47,80.01,77,100,10.47,overcast clouds
635,Gelemso,ET,8.82,40.52,59.43,81,0,3.91,clear sky
636,Eltham,NZ,-39.43,174.3,53.01,94,38,1.01,scattered clouds
637,Chicama,PE,-7.84,-79.15,73.87,56,84,11.56,broken clouds
638,Whitehorse,CA,60.72,-135.05,51.8,50,75,14.99,broken clouds
639,San Juan Nepomuceno,CO,9.95,-75.08,83.53,78,95,5.97,light rain
640,Sri Aman,MY,1.24,111.46,75.2,94,100,0.65,moderate rain
641,Northam,GB,51.03,-4.22,54.0,88,100,8.99,light rain
642,Jumla,NP,29.27,82.18,53.51,64,0,3.69,clear sky
643,Milas,TR,37.32,27.78,71.6,40,0,4.7,clear sky
644,Mazamari,PE,-11.33,-74.53,93.9,30,39,3.04,light rain
645,Ati,TD,13.22,18.34,91.92,38,55,6.08,broken clouds
646,Muskogee,US,35.58,-95.33,73.99,46,1,11.41,clear sky
647,Lusambo,CD,-4.97,23.45,72.34,94,100,0.54,light rain
648,Larsnes,NO,62.2,5.58,60.01,62,49,1.99,scattered clouds
649,Durres,AL,41.32,19.44,69.8,77,40,6.93,scattered clouds
650,Ameca,MX,20.55,-104.03,73.99,43,0,3.0,clear sky
651,Grindavik,IS,63.84,-22.43,42.8,87,75,13.87,shower rain
652,Strezhevoy,RU,60.73,77.59,33.8,94,75,8.95,broken clouds
653,Pringsewu,ID,-5.36,104.97,75.83,88,98,4.94,light rain
654,Tocopilla,CL,-22.09,-70.2,68.81,47,27,15.41,scattered clouds
655,Yauya,PE,-8.98,-77.3,62.08,40,84,8.05,light rain
656,San Vicente De Canete,PE,-13.08,-76.38,67.28,67,14,10.2,few clouds
657,Kismayo,SO,-0.36,42.55,78.66,83,87,13.78,overcast clouds
658,Gigmoto,PH,13.78,124.39,80.02,84,100,4.97,overcast clouds
659,Gorontalo,ID,0.54,123.06,75.7,85,98,2.53,overcast clouds
660,Salym,RU,60.06,71.48,33.15,90,98,11.05,overcast clouds
661,Aykhal,RU,66.0,111.5,30.2,92,90,6.71,light snow
662,Nuuk,GL,64.18,-51.72,35.6,74,75,5.82,broken clouds
663,Esmeraldas,BR,-19.76,-44.31,95.0,20,88,13.87,overcast clouds
664,Viedma,AR,-40.81,-63.0,54.28,37,8,5.03,clear sky
665,Espanola,US,35.99,-106.08,71.01,12,1,8.05,clear sky
666,Santa Brigida,ES,28.03,-15.5,75.0,83,75,20.8,light rain
667,Ephrata,US,40.18,-76.18,64.99,47,0,1.01,clear sky
668,Hamilton,US,39.18,-84.53,66.0,39,90,10.29,overcast clouds
669,Bogande,BF,12.97,-0.14,79.9,66,55,15.43,moderate rain
670,Neuquen,AR,-38.95,-68.06,51.8,37,100,12.75,overcast clouds
671,Pitkyaranta,RU,61.57,31.48,52.43,86,100,10.74,overcast clouds
672,Yantal,RU,56.85,105.25,27.28,91,86,4.45,overcast clouds
673,Seoul,KR,37.57,126.98,64.4,77,90,5.91,overcast clouds
674,Goure,NE,13.98,10.27,84.0,54,97,3.0,overcast clouds
675,Nyurba,RU,63.28,118.33,29.77,94,100,8.66,overcast clouds
676,Zhaodong,CN,46.08,125.98,46.4,87,100,6.71,light rain
677,Parakou,BJ,9.34,2.63,74.26,90,56,1.52,light rain
678,Yerbogachen,RU,61.28,108.01,30.96,97,100,8.21,overcast clouds
679,Thohoyandou,ZA,-22.95,30.48,65.91,81,7,1.39,clear sky
680,Westlock,CA,54.15,-113.87,68.0,48,1,9.17,clear sky
681,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,45,0,13.87,clear sky
682,Giyani,ZA,-23.3,30.72,69.46,74,0,2.68,clear sky
683,Sao Bernardo,BR,-3.36,-42.42,90.23,44,87,9.22,overcast clouds
684,Abu Kamal,SY,34.45,40.92,75.97,28,0,5.93,clear sky
685,Namtsy,RU,62.72,129.67,32.0,95,0,6.71,clear sky
